row ID,row m/z,row retention time,Dta-ap Peak area,Dbh-w Peak area,Dax-tl Peak area,Dgr-ap Peak area,Dfe-w Peak area,Dgem-w Peak area,Dgi-w Peak area,Dac-tl Peak area,Dyu-w Peak area,Dau-tl Peak area,Dre-tl Peak area,Dpa-tl Peak area,Dpe-w Peak area,Dat-ls Peak area,Dki-w Peak area,Dho-w Peak area,Dde-w Peak area,Dod-fr Peak area,Dod-b Peak area,Dod-l Peak area,Dod-r Peak area,Dod-s Peak area,Dje-fr Peak area,Dje-ft Peak area,Dge-fr Peak area,Dps-fr Peak area,Dps-ft Peak area,Dpo-fr Peak area,Dpo-l Peak area,Dpo-s Peak area,Wdo-w Peak area,Wla-w Peak area,Wsc-w Peak area,Wpi-w Peak area,Wli-w Peak area,Wpa-w Peak area,Win-l Peak area,Win-s Peak area,Wca-w Peak area,Wal-w Peak area,Wli-ap Peak area,Wli-r Peak area,Wst-w Peak area,Wnu-w Peak area,Wlu-w Peak area,Wmi-tl Peak area,Wde-w Peak area,Wtr Peak area,Ega-w Peak area,Eal-w Peak area,Ech-ft Peak area,Ech-b Peak area,Ech-l Peak area,Ech-s Peak area,Ech-fr Peak area,Sch-r Peak area
2616,315.1226227,5.26773231,0,0,5106469.475,0,7.66E+07,0,0,0,7279536.461,3901591.762,0,0,0,0,0,267119.1359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8579124.903,3100328.773,0,9376174.075,0,0,0,0,1.86E+07,0,0,0,0,0,0,0,0,2.18E+08,0,0,0,0,0,0,0,0
2617,345.132782,2.0959384,0,0,4387396.983,0,0,0,0,0,401702.7703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2618,323.1269302,4.16656725,0,0,4645368.595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304070.561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2619,497.0985527,5.424897763,0,5373911.123,4896354.171,0,4346426.544,0,0,0,0,0,0,0,0,0,0,0,0,0,5016807.942,0,0,0,2694130.898,0,0,2342900.933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3982169.353,0,0,0,0,0,0,0,0,1351980.801,0,0,0,0,0,0
2620,680.2906901,1.551654133,0,0,4494737.898,2513391.032,0,0,0,0,0,0,0,1704455.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2621,585.1506721,5.438315667,0,0,3972028.018,0,3689795.522,0,0,0,0,0,0,3692312.553,0,2737498.869,0,0,0,0,6869850.933,0,0,0,2317782.159,0,0,0,0,0,0,0,0,0,0,0,0,0,4498379.805,0,0,0,0,0,0,0,0,3173437.931,0,0,0,0,2479544.249,0,0,0,0,0
2622,434.2539368,6.8707026,0,0,5647175.673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2623,888.4048157,1.908323,0,0,5114117.441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2624,565.1096573,1.798222375,0,0,1681659.689,2829450.768,0,0,0,0,0,0,0,0,0,6225209.663,0,0,0,0,0,0,890771.7257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2625,437.0428881,2.078664814,0,0,3508101.855,0,0,0,0,0,0,0,3078383.921,0,0,1768998.131,0,0,0,0,1359262.414,0,0,0,4995126.733,0,0,9810533.935,0,0,0,0,0,0,1527688.716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2626,494.8118108,7.576144,0,0,1263026.576,1549892.273,0,0,0,0,0,0,0,0,690348.0639,0,0,0,0,0,505835.0175,502888.3413,0,0,0,0,0,0,0,0,228883.2074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2627,420.2379608,6.8707026,0,0,3789511.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2628,683.4737244,8.2362342,0,0,4490892.246,0,0,0,0,0,0,0,1508989.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2629,680.2911275,1.081204733,0,0,4640179.017,798955.5878,0,0,0,0,0,0,0,974616.3895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2630,629.2736155,10.53321267,0,484443.3247,3227061.04,2.70E+07,0,0,0,0,877408.1116,0,211949.8897,2773682.278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2631,396.0160751,2.084858013,0,3258583.182,3032195.052,0,0,0,0,0,0,0,3125978.49,0,0,1613405.015,0,0,0,0,2738681.413,0,0,0,5590253.842,0,0,1.12E+07,0,0,0,0,0,0,1242357.292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2632,912.4011536,2.0025239,0,0,3547739.716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2633,697.2271461,1.885641875,0,0,3405324.16,0,492626.4326,695479.4475,0,0,0,0,486381.0819,0,835559.0288,0,0,0,0,0,0,0,0,1304501.132,0,0,0,0,0,0,0,381734.1262,721772.5633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2634,671.3190206,9.6870375,0,0,2402048.824,2885068.266,1127741.371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2635,609.436145,12.70986267,0,0,3824299.019,0,0,0,0,0,0,0,0,0,3.47E+07,0,0,0,0,0,0,0,0,3.22E+07,0,0,0,0,0,397808.3185,0,4648818.243,0,0,0,5419957.3,1105827.848,1772499.729,7.23E+07,8058925.867,3785544.246,3570260.779,0,0,0,1.69E+07,0,0,0,0,0,0,0,0,2.09E+08,6805136.487,0,0
2636,881.2648926,1.2220253,0,0,3774112.476,186974.0062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2637,401.1589355,4.0761143,0,0,1840197.309,0,0,0,0,0,0,0,0,0,688359.3895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,841808.7937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2638,311.2193031,2.1353692,0,0,1224389.834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323813.7066,589327.2109,0,0,0,0,0,0,0,736601.9407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2639,705.4865887,8.068815454,0,1566205.483,1881928.876,0,0,0,0,0,0,0,0,0,0,0,587779.0522,0,0,0,2109553.866,0,0,0,1039670.092,0,0,1297744.07,0,2902453.843,0,4346668.707,0,0,0,0,0,0,0,1269418.441,0,0,0,0,0,0,677944.0777,0,0,0,0,2052220.977,0,611492.5202,3019039.288,0,0,0
2640,535.8384501,7.739919133,0,0,1721130.435,835835.0402,0,0,0,0,0,0,0,0,405325.8124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641,424.3628174,9.29143532,0,0,998704.197,0,0,0,0,0,0,0,0,0,2369249.243,0,0,0,0,0,0,0,0,0,0,0,0,1329116.861,0,0,0,0,0,0,0,0,0,0,290466.1399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337336.8474,0
2642,664.4047953,9.6703885,0,576317.0715,1545475.49,2193977.939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2643,632.3425903,8.1823974,0,0,1709324.606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2644,596.1926422,0.777234875,0,0,1320240.485,0,0,0,0,0,0,0,0,628344.6635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2645,512.821991,7.266426825,0,0,1724599.311,0,0,0,0,0,0,0,0,0,1251902.087,0,0,0,0,0,790482.7427,299205.2869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2646,659.2478068,12.79373213,0,4920662.402,3169829.97,1265564.156,5390728.667,1.11E+07,0,0,2946894.563,0,1025056.148,1.96E+07,0,3514458.678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513006.1613,0,242633.1722,643146.7135,0,5163478.982,0,0,3405699.918,747489.2625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2647,1021.512421,2.2250096,0,0,3299506.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2648,428.2644806,1.649715557,0,0,1539921.272,0,0,177218.3629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1741809.985,0,0,0,305887.8378,0,0,0,0,0,723027.1356,0,0,0,0,0,0,156319.4364,0,172888.2337,0
2649,770.5389074,13.08518267,0,3968567.068,2303197.284,0,3204808.93,1745536.367,0,0,0,0,1775350.852,1559205.366,1.15E+07,0,0,0,0,0,4883740.294,3737886.972,0,0,0,0,0,0,0,0,0,353980.0932,0,0,0,0,0,0,0,0,1866582.093,2589792.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2650,599.2858734,4.349735725,0,3265902.723,3115947.065,982484.2479,253015.2883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2651,457.3671112,12.36298644,0,0,2116621.469,756327.8542,0,1.01E+07,0,0,1141579.211,0,0,1955656.589,0,0,752563.2479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357839.648,0,0,0,0,0,0,0,0,0,0,0,1.16E+07,0,8693588.265,0
2652,565.1097412,1.6006433,0,0,690188.9186,1144422.945,0,0,0,0,0,0,0,0,0,715087.0036,0,0,0,0,0,0,1590217.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2653,434.290287,4.321653825,0,3631897.364,4001081.995,0,0,3516606.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3977383.51,1356751.629,2310687.147,0,0,1323041.33,0,0,0,1524120.718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2654,489.3559761,13.32039825,0,0,1363404.262,3.65E+07,0,0,0,0,0,0,347436.2544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2320680.457,0,0
2655,385.1646423,7.9398089,0,0,1475745.729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2656,612.1877747,0.782340493,0,0,1971030.631,0,0,1728738.605,0,0,0,0,0,0,2470455.762,0,0,207813.7013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5404133.049,227098.2431,0,272263.3932,0,423544.1279,0,0,0,2549274.177,0,0,0,0,0,0,1.03E+07
2657,323.0546816,2.158630494,0,5675311.76,600031.7853,0,0,0,0,0,403790.4268,1119790.861,2103645.924,0,241894.2316,0,0,324106.3636,0,3855722.255,337188.6318,0,2130333.824,984742.2817,0,0,0,0,0,0,0,0,0,368389.6292,0,0,0,0,0,0,0,0,0,0,0,0,0,1746044.563,0,2425420.324,0,186024.7544,7515347.682,0,4.76E+07,4.05E+07,0,0
2658,821.3531189,5.3278539,0,976958.4358,4669717.833,0,886462.2221,0,0,0,0,0,0,1592835.335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2659,770.5381565,13.65882106,0,2262001.915,1608855.669,0,1391306.758,380225.4591,0,0,0,0,1284860.757,398842.9051,1.31E+07,0,0,775134.4046,949041.3948,0,0,0,0,0,1033663.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,882040.2372,1608217.513,0,0,0,0,266591.6073,5018827.844,547528.7783,0,0,0,0,0,0,0,1293552.655,0
2660,565.1109721,1.3410101,0,0,755816.3265,1776241.142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,745089.8794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2661,401.1591546,1.564471541,0,1655560.352,915683.8315,493965.2486,198245.8305,0,0,0,383645.836,824836.5248,1165303.929,5964134.591,669061.7427,1232594.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279202.5094,0,0,0,0,0,174449.3948,0,0,0,0,0,397303.4124,881410.4476,478899.8777,555274.3389,0,0,0,0,0,1697425.75,0,0
2662,364.3211533,6.38589988,0,649882.7758,3647596.563,0,810138.7982,4213611.314,0,0,0,0,0,943080.1066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.19E+07,0,0,1972973.935,0,1306907.296,0,0,2.38E+07,1010708.718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2663,313.1073818,5.594772613,0,0,1150817.821,5449470.393,1.14E+07,0,0,0,986819.7793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,734018.2887,0,0,1094133.282,0,0,0,0,3649436.22,228137.9835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2664,720.3480072,2.1139156,0,0,5150296.346,0,2.50E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2665,473.3276171,12.48543814,0,0,1707700.468,0,0,0,0,0,0,0,610166.8092,0,1347777.607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1293392.195,0,470557.8549,0,0,0,0,0,1040489.46,0,175045.4777,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2666,602.3322144,8.7532883,0,0,1150765.246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2667,647.3909692,12.69121516,0,1200021.656,1752963.026,0,0,0,0,0,416609.0796,0,416488.9607,0,1.36E+07,0,4720642.841,4077725.026,3892562.157,0,9582684.893,2377739.6,0,4776437.455,6580218.74,0,1041687.95,5360258.415,0,0,0,0,0,0,0,817071.8437,0,0,1.61E+07,2079671.513,0,0,486398.4486,0,0,588741.714,0,5722061.056,0,4643843.229,0,6216586.577,0,3703986.762,1.00E+07,592611.832,0,0
2668,666.3855387,6.645754833,0,612488.9183,1632037.279,749070.7934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2669,631.2519684,12.56884563,0,0,1627897.564,1282310.986,1644811.588,1.52E+07,0,0,0,0,181788.0836,1458682.549,0,2.51E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4540934.599,1138115.799,7040626.318,0,0,4193164.743,601621.4325,3729467.279,0,0,7797375.327,1330154.062,4426938.221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2670,512.8223979,7.684004667,0,0,433579.7936,0,0,0,0,0,0,0,0,0,302481.2839,0,0,0,0,0,381390.2322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2671,612.1862488,1.052072143,0,779156.4957,3243265.921,0,0,2449772.848,0,0,870346.1069,406428.8929,0,0,9740664.195,661052.585,0,2004701.624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,995163.264,0,5981110.534,0,6841087.684,5511475.672,245175.4503,0,2654206.531,1.95E+07,2590702.764,0,4887645.453,0,3824311.953,0,0,3363033.427,3413321.767,0,0,0,0,0,0,3.00E+07
2672,613.3145966,10.7507373,0,0,1130342.334,0,1042762.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2825484.232,0,0,0,0,0,0,1353413.688,0,0,0,0,723509.3121,0,1243391.967,0,2557120.039,574560.9796,0,915325.0069,0,0,0,0,0,1277078.279,0
2673,465.1184455,2.569427167,0,0,615554.3772,0,0,0,0,0,0,1832667.994,2245474.748,1535542.841,0,0,0,0,0,149929.9844,0,0,0,0,2044784.199,0,0,1308334.885,0,0,0,0,0,5522319.445,0,0,0,5712125.817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2674,424.3629248,9.588964976,0,0,6862449.536,2.00E+07,0,0,0,0,0,0,1.19E+07,0,1.48E+07,0,0,8587217.015,8257179.351,4372157.445,0,1.89E+07,1.43E+07,1.31E+07,4839070.884,0,1.12E+07,0,0,6192401.7,0,4782145.536,0,0,0,0,0,0,6283865.061,1.61E+07,0,0,0,1.74E+07,0,1698621.818,8247147.091,9830101.957,0,9434048.704,883052.1565,1.08E+07,990954.2978,0,0,0,3845853.592,0
2675,337.142985,10.00073241,0,1136501.18,1535116.352,0,0,0,0,0,0,0,1173512.72,163731.9566,0,1026456.578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184674.6649,0,891609.0844,0,0,362093.4386,0,0,0,0,250315.5604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2676,485.2534637,9.7637914,0,0,1478462.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2677,385.1277903,1.522796513,0,434856.1452,478420.8259,0,386460.4911,0,0,0,764743.1935,314841.993,0,187722.478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372361.6827,0,0,0,0,318431.7095,0,0,5171729.017,4562089.928,458175.8071,0,0,0,0,184649.2545,0,0,261620.8131,270678.2677,0,0,0,0,427068.7954,0
2678,595.1654327,0.998449247,0,1255132.326,3232808.56,2.49E+07,0,2696583.538,0,0,0,0,1517469.775,0,0,0,0,0,0,0,1.02E+07,954590.0222,0,0,4525799.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8406951.62,3675518.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2679,682.5254013,13.88769685,0,1474934.784,2705023.133,0,2635744.729,2132204.888,0,0,1835586.696,0,2.00E+07,791862.0919,3177056.862,0,0,0,0,0,0,336123.5826,0,1.23E+07,0,0,0,0,0,0,0,778116.0391,0,1485299.494,0,190989.9589,0,1755131.804,0,0,4652789.773,0,2364968.101,0,1459753.996,0,0,2413850.019,0,0,0,0,0,0,0,6910992.458,8973973.886,0
2680,457.367218,13.52766975,0,0,1478131.771,1204843.407,0,0,0,0,3.71E+07,2354580.573,411676.9414,3801990.434,0,1227107.744,2444635.882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5839981.259,0,0,0,1181505.409,0,0,0,0,0,0,0,0,0,0,0,0,0,998497.4626,2020991.802
2681,585.3390503,1.8143183,0,0,784367.644,0,0,2.86E+08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2682,529.3524882,10.43031733,0,9485652.869,1648911.799,0,4310411.783,347739.87,0,0,0,0,1550789.484,164455.7084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,797040.2877,0,0,0,5660343.984,0,0,0,0,592601.7575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2683,307.2265437,8.711077838,0,4990398.176,1428747.612,0,617730.7662,827278.2955,0,0,0,0,0,608388.8716,0,0,334339.2404,0,700765.5304,0,0,0,0,0,0,0,0,0,0,0,0,0,839397.4711,0,0,0,805728.3159,8200987.757,0,0,0,0,0,0,0,0,0,489802.0108,0,0,0,0,0,0,2782471.326,2955599.34,0,0
2684,634.3231506,4.2466865,0,1699200.97,1908544.451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160550.1602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2685,601.3367208,11.44626083,0,0,968781.5011,0,0,0,0,0,1.07E+07,0,0,0,3819103.195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8721996.052,0,3.68E+07,0,0,0,0,0,0,1064942.282,1.22E+07,0,0,0,0,0,0,0,0,0,0,4976999.757,4.11E+07,1.45E+07,0,0,0,1.60E+07,1.98E+07
2686,425.1932983,6.8707026,0,0,960816.9447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2687,624.373881,13.33955567,0,294437.4004,850682.1755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3273369.464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2688,587.1545308,2.051179733,0,0,473358.5165,2714769.982,0,0,0,0,0,0,0,1333027.344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2689,641.2228532,1.345911555,0,2615208.28,964126.5125,0,0,0,0,0,1833956.043,0,179347.5186,2356570.408,696940.0118,0,0,0,0,0,0,0,0,692224.5305,0,0,0,0,0,0,0,0,0,0,982839.6483,0,0,0,0,0,0,2293296.381,540563.9657,418635.4432,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2690,473.3264574,12.91094714,0,0,1287098.986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6886878.24,0,0,0,0,0,0,0,2462558.232,0,937867.1421,827539.122,405823.7725,0,0,398880.6186,462369.9952,398327.0604,1035941.186,1.04E+07,971836.9934,0,2929483.696,0,0,3030980.281,0,0,0,0,0,0,0,0,0
2691,596.4144505,13.15078814,0,3085868.746,873709.0369,0,0,0,0,0,0,0,952734.8302,0,0,0,0,0,0,0,0,0,0,0,0,0,275723.8451,0,0,0,0,0,0,0,902476.6776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1298383.577,0,2.46E+07,0
2692,360.238516,2.858292815,0,1012817.685,1470668.839,0,889250.3365,695763.7127,0,0,0,0,6291460.806,2010960.886,1.71E+07,0,0,0,0,172520.4119,0,5202880.193,0,0,0,0,0,0,0,5143992.011,0,0,0,0,0,0,0,0,2806219.905,0,0,799913.801,0,0,0,0,0,0,0,0,0,0,1943188.943,0,0,0,0,0
2693,678.4933388,12.41603491,0,1185500.823,3180460.07,0,0,0,0,0,0,0,5369968.814,1136489.371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6837285.53,0,1361964.745,0,0,1278781.28,0,0,0,0,9377508.044,0,0,0,0,0,0,0,0,0,0,0,2032074.131,0,0,1.28E+07,2822395.355,0
2694,540.3892326,11.401575,0,0,1077485.505,0,0,0,0,0,800572.6094,0,0,959985.0968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1163644.332,0,609387.2522,0,0,0,0,0,0,0,279896.6063,0,0,0,0,0,0,0,0,0,0,0,0,0,1217900.568,3034465.067,0,0
2695,609.2119954,4.304633567,0,0,525015.1973,0,0,0,0,0,0,0,0,0,0,1013789.221,0,0,0,0,0,0,0,414453.2521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2696,395.3640927,14.60398073,0,3914086.388,946178.3405,1386335.433,0,0,0,0,0,0,0,0,690008.9763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402614.0464,1387581.254,7566959.033,0,0,4902861.263,0,462970.8936,0,2261463.521,3172506.843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2697,869.2816772,2.9189603,0,0,427217.7087,454611.9195,0,0,0,0,2163910.644,0,0,0,0,0,0,0,0,0,0,0,275552.2893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2698,730.5468426,13.69453369,0,1599864.665,511894.6647,0,0,0,0,0,530322.5766,0,1004728.698,2870227.343,1.53E+07,0,0,4438967.881,0,0,1375788.315,251922.3907,0,0,0,0,0,0,0,678638.7807,0,0,0,0,0,0,0,0,2.76E+07,7985414.802,0,5060725.742,0,0,811550.992,5940525.624,0,0,0,0,0,0,0,2124400.933,0,0,0,0
2699,604.4570465,13.5086953,0,0,472125.6198,0,212624.9897,3798670.717,0,0,0,0,0,0,0,2379681.342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.40E+07,8714250.24,2035196.551,0,0,0,0,1033168.645,0,0,2173433.608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1147130.606,0,0
2700,713.434082,2.17938985,0,0,2322076.733,0,4.92E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
