row ID,row m/z,row retention time,Peak area,Standards Identification,SMILES,True Type,D Score,MD Score,type,elemental composition,identification,same composition,adduct ion,same peak,C10 loss,C10 loss_ion_pair,C10 loss_intensity_pair,C10 loss_score,C11 loss,C11 loss_ion_pair,C11 loss_intensity_pair,C11 loss_score,C9 loss,C9 loss_ion_pair,C9 loss_intensity_pair,C9 loss_score,C3 loss,C3 loss_ion_pair,C3 loss_intensity_pair,C3 loss_score,C2 loss,C2 loss_ion_pair,C2 loss_intensity_pair,C2 loss_score,C7 loss,C7 loss_ion_pair,C7 loss_intensity_pair,C7 loss_score,C15 ion,C15 ion_intensity,C15 ion_score,C17 ion,C17 ion_intensity,C17 ion_score,C18 ion,C18 ion_intensity,C18 ion_score,C19 ion,C19 ion_intensity,C19 ion_score,C20 ion,C20 ion_intensity,C20 ion_score,Acyl A ion,Acyl A ion_intensity,Acyl A ion_score,Acyl B ion,Acyl B ion_intensity,Acyl B ion_score,C5 ion,C5 ion_intensity,C5 ion_score,C6 ion,C6 ion_intensity,C6 ion_score,IHD,A part,B part,C part,C-12,C-18,olefinic position,M part,Sub No.,Sub Carbon,Sub_An,Acyl part,Correct Acyl part,A_id,B_id,C_id,M_id,R1_id,R2_id,Total Score,Aglycone Type,Annotation SMILES,Annotation ID,Annotation Formula,Annotation MW,Top K,confidence score
24,721.3205,9.8,652000000.0,DA27_acutilobin D (DOL-I),C=C(C)C12OC3(C=CC=CCCCCC)OC1C1C4OC4(CO)C(O)C4(O)C(=O)C(C)=CC4C1(O3)C(C)C2OC(=O)C=Cc1ccc(O)c(OC)c1,D,12,0,D,C40H48O12,possibly known,std_acutilobin D (DA27),[M+H]+,none,C10H10O4,C30H32O10 / C20H22O6,18000.0 / 21000.0,0.169,none,none,none,none,none,none,none,none,C3H4O2,C20H20O5 / C17H16O3,74000.0 / 50000.0,0.447,none,none,none,none,none,none,none,none,none,none,none,C17H16O3,50000.0,0.5,C18H16O2,14000.0,0.14,C19H16O2,17000.0,0.17,C20H20O5,74000.00,0.7400,C10H14O,370000.0,3.7,none,none,none,C5H4O,25000.00,0.2500,C6H6O,34000.00,0.3400,17.0,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,"2,4-olefinic",others,2,C10,C10*2,"feruloyl(0.17),decadienoyl(3.70)","feruloyl,decadienoyl",A1,B1,C2,none,R95,R37,5.459,A1B1C2,OCC12OC1C1C3OC4(C=CC=CCCCCC)OC3(C(=C)C)C(OC(=O)C=Cc7c(OC)c(O)ccc7)C(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00127953,C40H48O12,720.812,Top1,1.0
24,721.3205,9.8,652000000.0,DA27_acutilobin D (DOL-I),C=C(C)C12OC3(C=CC=CCCCCC)OC1C1C4OC4(CO)C(O)C4(O)C(=O)C(C)=CC4C1(O3)C(C)C2OC(=O)C=Cc1ccc(O)c(OC)c1,D,12,0,D,C40H48O12,possibly known,std_acutilobin D (DA27),[M+H]+,none,C10H10O4,C30H32O10 / C20H22O6,18000.0 / 21000.0,0.169,none,none,none,none,none,none,none,none,C3H4O2,C20H20O5 / C17H16O3,74000.0 / 50000.0,0.447,none,none,none,none,none,none,none,none,none,none,none,C17H16O3,50000.0,0.5,C18H16O2,14000.0,0.14,C19H16O2,17000.0,0.17,C20H20O5,74000.00,0.7400,C10H14O,370000.0,3.7,none,none,none,C5H4O,25000.00,0.2500,C6H6O,34000.00,0.3400,17.0,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,"2,4-olefinic",others,2,C10,C10*2,"feruloyl(0.17),decadienoyl(3.70)","feruloyl,decadienoyl",A1,B1,C2,none,R95,R37,5.459,A1B1C2,c7cc(O)c(OC)cc7C=CC(=O)OCC12OC1C1C3OC4(C=CC=CCCCCC)OC3(C(=C)C)C(O)C(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00290913,C40H48O12,720.812,Top1,1.0
28,693.3252,8.0,503000000.0,DA25_daphneodorin G (DOSO-Q),C=C(C)C1(O)C(OC(=O)C=Cc2ccccc2)C(C)C2(O)C(C3OC3(CO)C(O)C3(O)C(=O)C(C)=CC32)C1OC(=O)C=CC=CCCCCC,D,18,0,D,C39H48O11,possibly known,std_daphneodorin G (DA25),[M+H]+,"28, 80",none,none,none,none,none,none,none,none,C9H8O2,C39H48O11 / C30H40O9,1100000.0 / 470000.0,4.3549,C3H4O2,C20H20O5 / C17H16O3,1100000.0 / 470000.0,4.3549,none,none,none,none,none,none,none,none,none,none,none,C17H16O3,470000.0,4.7,C18H16O2,300000.0,3.0,C19H16O2,280000.0,2.8,C20H20O5,1100000.00,11.0000,C10H14O,4100000.0,41.0,none,none,none,C5H4O,160000.00,1.6000,C6H6O,260000.00,2.6000,16.0,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-triol",with C-12,no C-18,"2,4-olefinic",others,2,"C9,C10",C9*1+C10*1,"cinnamoyl(4.35),decadienoyl(41.00)","cinnamoyl,decadienoyl",A1,B1,C4,none,R93,R37,58.9549,A1B1C4,c7ccccc7C=CC(=O)OCC12OC1C1C(OC(=O)C=CC=CCCCCC)C(O)(C(=C)C)C(O)C(C)C1(O)C1C=C(C)C(=O)C1(O)C2O,PD00849631,C39H48O11,692.802,Top1,1.0
28,693.3252,8.0,503000000.0,DA25_daphneodorin G (DOSO-Q),C=C(C)C1(O)C(OC(=O)C=Cc2ccccc2)C(C)C2(O)C(C3OC3(CO)C(O)C3(O)C(=O)C(C)=CC32)C1OC(=O)C=CC=CCCCCC,D,18,0,D,C39H48O11,possibly known,std_daphneodorin G (DA25),[M+H]+,"28, 80",none,none,none,none,none,none,none,none,C9H8O2,C39H48O11 / C30H40O9,1100000.0 / 470000.0,4.3549,C3H4O2,C20H20O5 / C17H16O3,1100000.0 / 470000.0,4.3549,none,none,none,none,none,none,none,none,none,none,none,C17H16O3,470000.0,4.7,C18H16O2,300000.0,3.0,C19H16O2,280000.0,2.8,C20H20O5,1100000.00,11.0000,C10H14O,4100000.0,41.0,none,none,none,C5H4O,160000.00,1.6000,C6H6O,260000.00,2.6000,16.0,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-triol",with C-12,no C-18,"2,4-olefinic",others,2,"C9,C10",C9*1+C10*1,"cinnamoyl(4.35),decadienoyl(41.00)","cinnamoyl,decadienoyl",A1,B1,C4,none,R93,R37,58.9549,A1B1C4,OCC12OC1C1C(OC(=O)C=CC=CCCCCC)C(O)(C(=C)C)C(OC(=O)C=Cc7ccccc7)C(C)C1(O)C1C=C(C)C(=O)C1(O)C2O,PD00677359,C39H48O11,692.802,Top1,1.0
29,653.3314,9.2,2110000000.0,DA19_daphneodorin H (DOSO-H),C=C(C)C1(O)CC(C)C2(O)C(C1O)C1OC3(C(OC(=O)C=CC=CC=CCCC)C(C)CC23)C(O)C1(O)COC(=O)c1ccccc1,D,9,0,D,C37H48O10,possibly known,"std_daphneodorin H (DA19), wikstroelide O, genkwanine E, genkwanine C",[M+H]+,"29, 61",C10H10O4,C27H30O6 / C17H20O2,290000.0 / 27000.0,0.596,none,none,none,none,none,none,none,none,C3H4O2,C20H24O4 / C17H20O2,250000.0 / 27000.0,0.5306,none,none,none,none,C7H6O2,C27H30O6 / C20H24O4,290000.0 / 250000.0,2.3516,C15H18O2,92000.00,0.9200,C17H18O1,13000.0,0.13,C18H22O1,11000.0,0.11,C19H24O3,56000.0,0.56,C20H22O3,190000.00,1.9000,C10H12O,5900000.0,59.0,none,none,none,C5H4O,11000.00,0.1100,C6H6O,12000.00,0.1200,14.0,others,"5-ol-4,7-epoxy","9,13,14-triol",no C-12,no C-18,"2,4-olefinic",others,1,C17,C17*1,"benzoyl(2.35),feruloyl(0.60),decatrienoyl(59.00)",none,none,B7,C3,none,none,none,63.09759999999999,none,,,,0.0,Top1,1.0
30,737.3159,5.4,124000000.0,DA28_daphneodorin F (DOL-U),C=C(C)C1(O)C(OC(=O)C=Cc2ccc(O)c(OC)c2)C(C)C2(O)C(C3OC3(CO)C(O)C3(O)C(=O)C(C)=CC32)C1OC(=O)C=CC=CC=CCCC,D,18,0,D,C40H48O13,possibly known,std_daphneodorin F (DA28),[M+H]+,"30, 62",C10H10O4,C30H32O10 / C20H22O6,26000.0 / 49000.0,0.2324,none,none,none,none,none,none,none,none,C3H4O2,C20H20O5 / C17H16O3,86000.0 / 44000.0,0.3949,none,none,none,none,none,none,none,none,none,none,none,C17H16O3,44000.0,0.44,C18H18O3,15000.0,0.15,C19H18O3,63000.0,0.63,C20H20O5,86000.00,0.8600,C10H12O,910000.0,9.1,none,none,none,C5H4O,12000.00,0.1200,C6H6O,5500.00,0.0550,17.0,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-triol",with C-12,no C-18,"2,4-olefinic",others,2,C10,C10*2,"feruloyl(0.23),decatrienoyl(9.10)","feruloyl,decatrienoyl",A1,B1,C4,none,R95,R48,10.3874,A1B1C4,c7cc(O)c(OC)cc7C=CC(=O)OCC12OC1C1C(OC(=O)C=CC=CC=CCCC)C(O)(C(=C)C)C(O)C(C)C1(O)C1C=C(C)C(=O)C1(O)C2O,PD00850227,C40H48O13,736.811,Top1,1.0
30,737.3159,5.4,124000000.0,DA28_daphneodorin F (DOL-U),C=C(C)C1(O)C(OC(=O)C=Cc2ccc(O)c(OC)c2)C(C)C2(O)C(C3OC3(CO)C(O)C3(O)C(=O)C(C)=CC32)C1OC(=O)C=CC=CC=CCCC,D,18,0,D,C40H48O13,possibly known,std_daphneodorin F (DA28),[M+H]+,"30, 62",C10H10O4,C30H32O10 / C20H22O6,26000.0 / 49000.0,0.2324,none,none,none,none,none,none,none,none,C3H4O2,C20H20O5 / C17H16O3,86000.0 / 44000.0,0.3949,none,none,none,none,none,none,none,none,none,none,none,C17H16O3,44000.0,0.44,C18H18O3,15000.0,0.15,C19H18O3,63000.0,0.63,C20H20O5,86000.00,0.8600,C10H12O,910000.0,9.1,none,none,none,C5H4O,12000.00,0.1200,C6H6O,5500.00,0.0550,17.0,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-triol",with C-12,no C-18,"2,4-olefinic",others,2,C10,C10*2,"feruloyl(0.23),decatrienoyl(9.10)","feruloyl,decatrienoyl",A1,B1,C4,none,R95,R48,10.3874,A1B1C4,OCC12OC1C1C(OC(=O)C=CC=CC=CCCC)C(O)(C(=C)C)C(OC(=O)C=Cc7c(OC)c(O)ccc7)C(C)C1(O)C1C=C(C)C(=O)C1(O)C2O,PD00677955,C40H48O13,736.811,Top1,1.0
51,483.2007,4.5,2810000000.0,DA01_daphnetoxin (DPSft-28),C=C(C)C12CC(C)C34OC(c5ccccc5)(OC1C3C1OC1(CO)C(O)C1(O)C(=O)C(C)=CC14)O2,D,15,0,D,C27H30O8,possibly known,std_daphnetoxin (DA01),[M+H]+,none,C10H10O4,C27H26O6 / C17H16O2,113438.7813 / 2099114.75,3.9582,none,none,none,none,none,none,none,none,C3H4O2,C20H20O4 / C17H16O2,966125.25 / 2099114.75,8.812,none,none,none,none,C7H6O2,C27H30O8 / C20H24O6,21152604.0 / 312177.9375,36.4821,none,none,none,C17H16O2,2099114.75,20.9911,C18H16O1,219086.02,2.1909,C19H18O2,560846.88,5.6085,C20H16O2,67167.46,0.6717,C7H4O,477128.5,4.7713,none,none,none,none,none,none,none,none,none,13.0,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,1,C7,C7*1,"benzoyl(36.48),feruloyl(3.96),benzoyl(4.77)",benzoyl,A1,B1,C1,none,R92,none,87.19380000000001,A1B1C1,OCC12OC1C1C3OC4(c6ccccc6)OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00007656,C27H30O8,482.529,Top1,1.0
52,603.2209,6.7,2260000000.0,DA10_genkwadaphnin (DPSft-21),C=C(C)C12OC3(c4ccccc4)OC1C1C4OC4(CO)C(O)C4(O)C(=O)C(C)=CC4C1(O3)C(C)C2OC(=O)c1ccccc1,D,10,0,D,C34H34O10,possibly known,std_genkwadaphnin (DA10),[M+H]+,none,C10H10O4,C27H24O6 / C17H14O2,2700.0 / 22000.0,0.0482,none,none,none,none,none,none,none,none,C3H4O2,C20H20O5 / C17H16O3,38000.0 / 130000.0,0.4009,none,none,none,none,C7H6O2,C27H24O6 / C20H18O4,2700.0 / 81000.0,0.1458,none,none,none,C17H16O3,130000.0,1.3,C18H16O1,44000.0,0.44,C19H20O4,16000.0,0.16,C20H20O5,38000.00,0.3800,C7H4O,620000.0,6.2,none,none,none,C5H4O,34000.00,0.3400,C6H6O,4400.00,0.0440,18.0,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,"2,4-olefinic",others,2,C7,C7*2,"benzoyl(0.15),feruloyl(0.05),benzoyl(6.20)","benzoyl,benzoyl",A1,B1,C2,none,R92,R92,9.378,A1B1C2,OCC12OC1C1C3OC4(c6ccccc6)OC3(C(=C)C)C(OC(=O)c7ccccc7)C(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00129710,C34H34O10,602.636,Top1,1.0
52,603.2209,6.7,2260000000.0,DA10_genkwadaphnin (DPSft-21),C=C(C)C12OC3(c4ccccc4)OC1C1C4OC4(CO)C(O)C4(O)C(=O)C(C)=CC4C1(O3)C(C)C2OC(=O)c1ccccc1,D,10,0,D,C34H34O10,possibly known,std_genkwadaphnin (DA10),[M+H]+,none,C10H10O4,C27H24O6 / C17H14O2,2700.0 / 22000.0,0.0482,none,none,none,none,none,none,none,none,C3H4O2,C20H20O5 / C17H16O3,38000.0 / 130000.0,0.4009,none,none,none,none,C7H6O2,C27H24O6 / C20H18O4,2700.0 / 81000.0,0.1458,none,none,none,C17H16O3,130000.0,1.3,C18H16O1,44000.0,0.44,C19H20O4,16000.0,0.16,C20H20O5,38000.00,0.3800,C7H4O,620000.0,6.2,none,none,none,C5H4O,34000.00,0.3400,C6H6O,4400.00,0.0440,18.0,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,"2,4-olefinic",others,2,C7,C7*2,"benzoyl(0.15),feruloyl(0.05),benzoyl(6.20)","benzoyl,benzoyl",A1,B1,C2,none,R92,R92,9.378,A1B1C2,c7ccccc7C(=O)OCC12OC1C1C3OC4(c6ccccc6)OC3(C(=C)C)C(O)C(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00292670,C34H34O10,602.636,Top1,1.0
53,609.2678,8.3,5380000000.0,DA12_genkwanine H (DPSft-2),C=C(C)C12CC(C)C34OC(c5ccccc5)(OC1C3C(O)C(O)(COC(=O)c1ccccc1)C(O)C1(O)C(O)C(C)CC14)O2,D,22,0,D,C34H40O10,possibly known,"yuanhuakine D, std_genkwanine H (DA12), onishibarin C, neogenkwanine G, genkwanine D, genkwanine VIII",[M+H]+,none,C10H10O4,C27H30O6 / C17H20O2,260000.0 / 230000.0,2.1827,none,none,none,none,none,none,none,none,C3H4O2,C20H24O4 / C17H20O2,270000.0 / 230000.0,2.1552,none,none,none,none,C7H6O2,C27H30O6 / C20H24O4,260000.0 / 270000.0,2.5536,none,none,none,C17H20O2,230000.0,2.3,C18H20O1,59000.0,0.59,C19H20O1,460000.0,4.6,C20H22O3,420000.00,4.2000,C7H4O,440000.0,4.4,none,none,none,none,none,none,none,none,none,15.0,"1,2-dihydro-3-ol","5-ol-6,7-diol","9,13,14-orthoester",no C-12,no C-18,others,others,2,C7,C7*2,"benzoyl(2.55),feruloyl(2.18),benzoyl(4.40)","benzoyl,benzoyl",A4,B2,C1,none,R92,R92,16.0363,A4B2C1,OCC1(O)C(O)C2C3OC4(c6ccccc6)OC3(C(=C)C)CC(C)C2(O4)C2CC(C)C(OC(=O)c7ccccc7)C2(O)C1O,PD00097118,C34H40O10,608.684,Top1,1.0
53,609.2678,8.3,5380000000.0,DA12_genkwanine H (DPSft-2),C=C(C)C12CC(C)C34OC(c5ccccc5)(OC1C3C(O)C(O)(COC(=O)c1ccccc1)C(O)C1(O)C(O)C(C)CC14)O2,D,22,0,D,C34H40O10,possibly known,"yuanhuakine D, std_genkwanine H (DA12), onishibarin C, neogenkwanine G, genkwanine D, genkwanine VIII",[M+H]+,none,C10H10O4,C27H30O6 / C17H20O2,260000.0 / 230000.0,2.1827,none,none,none,none,none,none,none,none,C3H4O2,C20H24O4 / C17H20O2,270000.0 / 230000.0,2.1552,none,none,none,none,C7H6O2,C27H30O6 / C20H24O4,260000.0 / 270000.0,2.5536,none,none,none,C17H20O2,230000.0,2.3,C18H20O1,59000.0,0.59,C19H20O1,460000.0,4.6,C20H22O3,420000.00,4.2000,C7H4O,440000.0,4.4,none,none,none,none,none,none,none,none,none,15.0,"1,2-dihydro-3-ol","5-ol-6,7-diol","9,13,14-orthoester",no C-12,no C-18,others,others,2,C7,C7*2,"benzoyl(2.55),feruloyl(2.18),benzoyl(4.40)","benzoyl,benzoyl",A4,B2,C1,none,R92,R92,16.0363,A4B2C1,c7ccccc7C(=O)OCC1(O)C(O)C2C3OC4(c6ccccc6)OC3(C(=C)C)CC(C)C2(O4)C2CC(C)C(O)C2(O)C1O,PD00469598,C34H40O10,608.684,Top1,1.0
54,655.2537,8.6,4360000000.0,DA20_mezereine (DPSft-16),C=C(C)C12OC3(c4ccccc4)OC1C1C4OC4(CO)C(O)C4(O)C(=O)C(C)=CC4C1(O3)C(C)C2OC(=O)C=CC=Cc1ccccc1,D,14,0,D,C38H38O10,possibly known,std_mezerein (DA20),[M+H]+,none,C10H10O4,C27H26O7 / C17H16O3,910000.0 / 14000000.0,27.0514,C11H10O2,C31H32O8 / C20H22O6,1900000.0 / 2600000.0,17.161,none,none,none,none,C3H4O2,C20H20O5 / C17H16O3,8000000.0 / 14000000.0,71.1765,none,none,none,none,C7H6O2,C27H24O6 / C20H18O4,770000.0 / 11000000.0,21.4913,none,none,none,C17H16O3,14000000.0,140.0,C18H18O2,2400000.0,24.0,C19H18O3,8900000.0,89.0,C20H20O5,8000000.00,80.0000,C11H8O,58000000.0,580.0,none,none,none,C5H4O,1800000.00,18.0000,C6H6O,160000.00,1.6000,20.0,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,"2,4-olefinic",others,2,"C7,C11",C7*1+C11*1,"benzoyl(21.49),feruloyl(27.05),5-pheny-2-4-pentadienoyl(580.00)","benzoyl,5-pheny-2-4-pentadienoyl",A1,B1,C2,none,R92,R96,928.1427000000001,A1B1C2,OCC12OC1C1C3OC4(c6ccccc6)OC3(C(=C)C)C(OC(=O)C=CC=Cc7ccccc7)C(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00129714,C38H38O10,654.712,Top1,1.0
54,655.2537,8.6,4360000000.0,DA20_mezereine (DPSft-16),C=C(C)C12OC3(c4ccccc4)OC1C1C4OC4(CO)C(O)C4(O)C(=O)C(C)=CC4C1(O3)C(C)C2OC(=O)C=CC=Cc1ccccc1,D,14,0,D,C38H38O10,possibly known,std_mezerein (DA20),[M+H]+,none,C10H10O4,C27H26O7 / C17H16O3,910000.0 / 14000000.0,27.0514,C11H10O2,C31H32O8 / C20H22O6,1900000.0 / 2600000.0,17.161,none,none,none,none,C3H4O2,C20H20O5 / C17H16O3,8000000.0 / 14000000.0,71.1765,none,none,none,none,C7H6O2,C27H24O6 / C20H18O4,770000.0 / 11000000.0,21.4913,none,none,none,C17H16O3,14000000.0,140.0,C18H18O2,2400000.0,24.0,C19H18O3,8900000.0,89.0,C20H20O5,8000000.00,80.0000,C11H8O,58000000.0,580.0,none,none,none,C5H4O,1800000.00,18.0000,C6H6O,160000.00,1.6000,20.0,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,"2,4-olefinic",others,2,"C7,C11",C7*1+C11*1,"benzoyl(21.49),feruloyl(27.05),5-pheny-2-4-pentadienoyl(580.00)","benzoyl,5-pheny-2-4-pentadienoyl",A1,B1,C2,none,R92,R96,928.1427000000001,A1B1C2,c7ccccc7C=CC=CC(=O)OCC12OC1C1C3OC4(c6ccccc6)OC3(C(=C)C)C(O)C(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00292674,C38H38O10,654.712,Top1,1.0
56,591.2588,8.4,4030000000.0,DA08_genkwanine M (DPSft12),C=C(C)C12CC(C)C34OC(c5ccccc5)(OC1C3C1OC1(COC(=O)c1ccccc1)C(O)C1(O)C(O)C(C)CC14)O2,D,6,0,D,C34H38O9,possibly known,"std_genkwanine N (DA07), std_genkwanine M (DA08)",[M+H]+,none,C10H10O4,C27H30O6 / C17H20O2,4706969.0 / 76637416.0,146.9084,none,none,none,none,none,none,none,none,C3H4O2,C20H24O4 / C17H20O2,5983355.5 / 76637416.0,152.4187,none,none,none,none,C7H6O2,C27H30O6 / C20H24O4,4706969.0 / 5983355.5,43.1482,none,none,none,C17H20O2,76637416.0,766.3742,C18H20O1,1553038.25,15.5304,C19H20O1,6487011.0,64.8701,C20H22O3,9990143.00,99.9014,C7H4O,17018244.0,170.1824,none,none,none,none,none,none,C6H6O,271317.66,2.7132,16.0,"1,2-dihydro-3-ol","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,"2,4-olefinic",others,2,C7,C7*2,"benzoyl(43.15),feruloyl(146.91),benzoyl(170.18)","benzoyl,benzoyl",A4,B1,C1,none,R92,R92,1895.7006,A4B1C1,OCC12OC1C1C3OC4(c6ccccc6)OC3(C(=C)C)CC(C)C1(O4)C1CC(C)C(OC(=O)c7ccccc7)C1(O)C2O,PD00022622,C34H38O9,590.669,Top1,1.0
56,591.2588,8.4,4030000000.0,DA08_genkwanine M (DPSft12),C=C(C)C12CC(C)C34OC(c5ccccc5)(OC1C3C1OC1(COC(=O)c1ccccc1)C(O)C1(O)C(O)C(C)CC14)O2,D,6,0,D,C34H38O9,possibly known,"std_genkwanine N (DA07), std_genkwanine M (DA08)",[M+H]+,none,C10H10O4,C27H30O6 / C17H20O2,4706969.0 / 76637416.0,146.9084,none,none,none,none,none,none,none,none,C3H4O2,C20H24O4 / C17H20O2,5983355.5 / 76637416.0,152.4187,none,none,none,none,C7H6O2,C27H30O6 / C20H24O4,4706969.0 / 5983355.5,43.1482,none,none,none,C17H20O2,76637416.0,766.3742,C18H20O1,1553038.25,15.5304,C19H20O1,6487011.0,64.8701,C20H22O3,9990143.00,99.9014,C7H4O,17018244.0,170.1824,none,none,none,none,none,none,C6H6O,271317.66,2.7132,16.0,"1,2-dihydro-3-ol","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,"2,4-olefinic",others,2,C7,C7*2,"benzoyl(43.15),feruloyl(146.91),benzoyl(170.18)","benzoyl,benzoyl",A4,B1,C1,none,R92,R92,1895.7006,A4B1C1,c7ccccc7C(=O)OCC12OC1C1C3OC4(c6ccccc6)OC3(C(=C)C)CC(C)C1(O4)C1CC(C)C(O)C1(O)C2O,PD00283358,C34H38O9,590.669,Top1,1.0
57,547.3266,12.7,2880000000.0,DA05_daphnepedunin I (TDPE-60),C=C(C)C12CC(C)C34OC(CCCCCCCCCC)(OC1C3C1OC1(CO)C(O)C1(O)C(=O)C(C)=CC14)O2,D,14,0,D,C31H46O8,possibly known,std_daphnepedunin I (DA05),[M+H]+,none,none,none,none,none,C11H22O2,C31H46O8 / C20H24O6,420000.0 / 62000.0,0.9696,none,none,none,none,C3H4O2,C20H20O4 / C17H16O2,340000.0 / 650000.0,3.0438,none,none,none,none,none,none,none,none,none,none,none,C17H16O2,650000.0,6.5,C18H18O1,84000.0,0.84,C19H18O3,83000.0,0.83,C20H16O2,28000.00,0.2800,C11H20O,51000.0,0.51,none,none,none,none,none,none,none,none,none,9.0,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,1,C11,C11*1,"undecanoyl(0.97),undecanoyl(0.51)",undecanoyl,A1,B1,C1,none,R10,none,14.4796,A1B1C1,OCC12OC1C1C3OC4(CCCCCCCCCC)OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00007574,C31H46O8,546.701,Top1,1.0
58,591.259,8.8,206000000.0,DA07_genkwanine N (Dpsft15),C=C(C)C12CC(C)C34OC(c5ccccc5)(OC1C3C1OC1(CO)C(O)C1(O)C(OC(=O)c3ccccc3)C(C)CC14)O2,D,19,0,D,C34H38O9,possibly known,"std_genkwanine N (DA07), std_genkwanine M (DA08)",[M+H]+,none,C10H10O4,C27H30O6 / C17H20O2,330000.0 / 810000.0,3.0943,none,none,none,none,none,none,none,none,C3H4O2,C20H24O4 / C17H20O2,650000.0 / 810000.0,5.9876,none,none,none,none,C7H6O2,C27H30O6 / C20H24O4,330000.0 / 650000.0,2.9642,none,none,none,C17H20O2,810000.0,8.1,C18H22O2,210000.0,2.1,C19H22O3,1500000.0,15.0,C20H22O3,1100000.00,11.0000,C7H4O,2000000.0,20.0,none,none,none,none,none,none,C6H6O,19000.00,0.1900,16.0,"1,2-dihydro-3-ol","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,"2,4-olefinic",others,2,C7,C7*2,"benzoyl(2.96),feruloyl(3.09),benzoyl(20.00)","benzoyl,benzoyl",A4,B1,C1,none,R92,R92,42.448499999999996,A4B1C1,OCC12OC1C1C3OC4(c6ccccc6)OC3(C(=C)C)CC(C)C1(O4)C1CC(C)C(OC(=O)c7ccccc7)C1(O)C2O,PD00022622,C34H38O9,590.669,Top1,1.0
58,591.259,8.8,206000000.0,DA07_genkwanine N (Dpsft15),C=C(C)C12CC(C)C34OC(c5ccccc5)(OC1C3C1OC1(CO)C(O)C1(O)C(OC(=O)c3ccccc3)C(C)CC14)O2,D,19,0,D,C34H38O9,possibly known,"std_genkwanine N (DA07), std_genkwanine M (DA08)",[M+H]+,none,C10H10O4,C27H30O6 / C17H20O2,330000.0 / 810000.0,3.0943,none,none,none,none,none,none,none,none,C3H4O2,C20H24O4 / C17H20O2,650000.0 / 810000.0,5.9876,none,none,none,none,C7H6O2,C27H30O6 / C20H24O4,330000.0 / 650000.0,2.9642,none,none,none,C17H20O2,810000.0,8.1,C18H22O2,210000.0,2.1,C19H22O3,1500000.0,15.0,C20H22O3,1100000.00,11.0000,C7H4O,2000000.0,20.0,none,none,none,none,none,none,C6H6O,19000.00,0.1900,16.0,"1,2-dihydro-3-ol","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,"2,4-olefinic",others,2,C7,C7*2,"benzoyl(2.96),feruloyl(3.09),benzoyl(20.00)","benzoyl,benzoyl",A4,B1,C1,none,R92,R92,42.448499999999996,A4B1C1,c7ccccc7C(=O)OCC12OC1C1C3OC4(c6ccccc6)OC3(C(=C)C)CC(C)C1(O4)C1CC(C)C(O)C1(O)C2O,PD00283358,C34H38O9,590.669,Top1,1.0
